"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT"
"     C/2020 S2 (PANSTARRS)",0.8275,1.756,22.40,197.69,202.26,18.60,2020-12-21.9,32.5,HTC,142,4,96,,,,,
"     C/2020 S3 (Erasmus)",0.9980,0.398,19.86,222.99,349.89,389.27,2020-12-12.6,2.72e+03,COM,436,,861,,1.7e-08,6.3e-09,,
"     C/2020 S4 (PANSTARRS)",1.0006,3.370,20.57,117.72,21.00,,2023-02-09.2,,HYP,1332,,1527,,6.3e-08,-4.7e-09,2.7e-09,
"     P/2020 S5 (PANSTARRS)",0.3383,2.679,12.35,316.00,53.00,5.42,2020-08-08.3,8.15,JFc,112,4,74,,,,,
"     P/2020 S7 (PANSTARRS)",0.4106,2.961,16.09,328.02,40.40,7.09,2020-11-18.0,11.3,JFc,106,5,126,,,,,
"     C/2020 S8 (Lemmon)",0.9914,2.364,108.52,24.05,160.33,547.32,2021-04-10.9,4.56e+03,COM,340,,591,,,,,
"     C/2020 T2 (Palomar)",0.9934,2.055,27.87,83.05,150.38,623.29,2021-07-11.1,5.53e+03,COM,1015,,2755,,,,,
"     P/2020 T3 (PANSTARRS)",0.5915,1.437,7.30,74.02,357.04,5.60,2021-01-20.4,6.6,JFc,182,5,181,,,,,
"     C/2020 T4 (PANSTARRS)",1.0000,2.192,83.82,50.62,79.60,,2021-07-05.2,,HYP,264,,171,,,,,
"     C/2020 T5 (Lemmon)",0.9980,1.889,66.60,237.86,90.29,1859.70,2020-10-09.6,2.84e+04,COM,209,,111,,,,,
"     P/2020 U2 (PANSTARRS)",0.5105,1.849,6.42,342.90,84.64,5.70,2020-12-25.6,7.34,JFc,206,4,301,,,,,
"     C/2020 U3 (Rankin)",0.9648,2.276,30.18,282.68,124.26,127.03,2021-02-05.9,520,COM,467,3,178,,,,,
"     C/2020 U4 (PANSTARRS)",1.0013,5.354,167.04,120.01,69.54,,2022-04-08.0,,HYP,1768,,921,,,,,
"     C/2020 U5 (PANSTARRS)",0.9994,3.756,97.27,107.34,75.42,11618.54,2022-04-27.8,4.43e+05,COM,1292,,509,,,,,
"     C/2020 V2 (ZTF)",1.0010,2.228,131.61,212.37,162.42,,2023-05-08.5,,HYP,1671,,5544,,5.9e-08,4.7e-09,-6.0e-09,-179
"     P/2020 V3 (PANSTARRS)",0.2549,6.230,23.03,198.29,249.24,10.49,2021-02-07.6,24.2,JFc,1987,3,130,,,,,
"     P/2020 V4 (Rankin)",0.4489,5.149,14.24,203.51,257.00,13.54,2021-07-17.9,28.6,JFc,1638,2,615,,,,,
"     P/2020 W1 (Rankin)",0.2649,5.288,10.79,124.26,264.77,9.10,2020-04-04.1,19.3,JFc,111,5,89,,,,,
"     C/2020 W5 (Lemmon)",1.0010,3.364,88.59,75.51,24.48,,2020-11-30.1,,HYP,49,,54,,,,,
"     P/2020 WJ5 (Lemmon)",0.1713,4.986,22.29,177.81,338.23,7.05,2021-07-01.4,14.8,JFc,1356,2,720,,,,,
"     P/2020 X1 (ATLAS)",0.3653,2.872,31.70,56.03,323.21,6.18,2020-07-20.1,9.62,JFc,20,6,96,,,,,
"     C/2020 X2 (ATLAS)",0.7662,3.829,18.19,105.46,347.36,28.93,2020-11-15.8,66.3,JFc,476,3,253,,,,,
"     C/2020 X4 (Leonard)",0.8794,5.206,80.49,161.91,139.91,81.13,2020-11-14.4,284,COM,273,3,113,,,,,
"     C/2020 Y2 (ATLAS)",0.9970,3.132,101.30,26.52,266.11,2087.17,2022-06-17.6,3.38e+04,COM,1679,,1770,,6.8e-07,7.3e-08,6.3e-07,132
"     C/2020 Y3 (ATLAS)",0.9868,1.999,83.10,191.43,342.04,300.16,2020-12-03.4,1.86e+03,COM,220,,380,,,,,
"     C/2021 A1 (Leonard)",1.0001,0.615,132.69,255.89,225.09,,2022-01-03.2,,HYP,651,,2419,,5.8e-08,-2.0e-08,1.1e-08,
"     C/2021 A2 (NEOWISE)",0.9945,1.413,106.98,125.24,338.85,513.97,2021-01-22.6,4.14e+03,COM,126,,977,,,,,
"     C/2021 A4 (NEOWISE)",0.9732,1.145,111.57,307.08,204.67,84.49,2021-03-20.0,280,COM,185,4,683,,9.2e-09,7.8e-10,,
"     P/2021 A5 (PANSTARRS)",0.1398,2.621,18.19,328.76,61.02,3.47,2020-11-11.1,5.32,ETc,30,8,43,,,,,
"     C/2021 A6 (PANSTARRS)",0.9992,7.928,75.61,164.08,351.69,20610.68,2021-05-04.1,1.05e+06,COM,1340,,167,,,,,
"     C/2021 A7 (NEOWISE)",0.9997,1.968,78.15,154.52,356.07,14190.50,2021-07-15.3,5.98e+05,COM,532,,295,,,,,
"     C/2021 A9 (PANSTARRS)",1.0037,7.760,158.02,314.84,211.45,,2023-12-01.3,,HYP,1430,,351,,,,,
"     C/2021 A10 (NEOWISE)",0.9863,1.269,151.52,188.35,82.27,184.34,2021-03-15.2,894,COM,56,6,116,,,,,
"     C/2021 B2 (PANSTARRS)",0.9925,2.513,38.09,120.56,334.97,669.90,2021-05-04.2,6.16e+03,COM,517,,93,,,,,
"     C/2021 B3 (NEOWISE)",0.9382,2.160,119.49,67.28,293.56,67.75,2021-03-10.9,207,COM,85,5,84,,,,,
"     C/2021 C1 (Rankin)",0.9996,3.481,143.04,186.89,336.31,18171.86,2020-12-07.1,8.66e+05,COM,390,,164,,,,,
"     P/2021 C2 (PANSTARRS)",0.4874,4.890,21.93,66.50,78.82,14.19,2021-02-24.6,29.5,JFc,142,4,55,,,,,
"     C/2021 C3 (Catalina)",0.9641,2.277,122.16,181.92,357.15,124.39,2021-02-12.4,504,COM,144,4,363,,,,,
"     C/2021 C4 (ATLAS)",0.9992,4.504,132.84,194.28,320.23,11056.74,2021-01-17.0,4.11e+05,COM,497,,230,,,,,
"     C/2021 C5 (PANSTARRS)",0.9993,3.242,50.78,323.69,270.92,8834.28,2023-02-11.0,2.94e+05,COM,1289,,456,,3.3e-08,-1.3e-11,,
"     C/2021 C6 (Lemmon)",1.0019,3.271,164.63,332.16,203.57,,2021-11-13.3,,HYP,691,,199,,,,,
"     C/2021 D1 (SWAN)",0.9906,0.902,31.46,311.27,72.22,191.97,2021-02-27.6,947,COM,72,5,342,,,,,
"     C/2021 D2 (ZTF)",1.0013,2.946,83.83,305.68,125.03,,2022-02-03.9,,HYP,792,,652,,2.5e-08,-3.1e-09,,
"     C/2021 E3 (ZTF)",1.0009,1.777,112.56,104.47,228.85,,2022-06-11.9,,HYP,1040,,1490,,9.5e-09,8.2e-09,4.3e-09,
"     C/2021 F1 (Lemmon-PANSTARRS)",0.9957,0.995,107.32,203.45,146.83,462.15,2022-04-06.8,3.52e+03,COM,220,,403,,9.9e-09,1.1e-08,5.1e-09,
"     C/2021 G1 (Leonard)",0.9547,3.424,131.57,270.69,107.48,147.65,2021-07-22.2,656,COM,25,6,48,,,,,
"     C/2021 G2 (ATLAS)",0.9994,4.982,48.47,221.10,343.32,16429.66,2024-09-09.5,7.45e+05,COM,1057,,1465,,,,,
"     C/2021 G3 (PANSTARRS)",1.0012,5.181,102.88,147.42,10.66,,2021-10-18.7,,HYP,653,,63,,,,,
"     P/2021 HS (PANSTARRS)",0.8102,0.796,12.17,262.40,46.09,7.59,2021-08-06.3,8.59,JFc,243,4,181,,,,,
"     C/2021 J1 (Maury-Attard)",0.9344,1.741,92.72,88.32,147.33,51.31,2021-02-19.4,137,HTC,124,4,106,,,,,
"     C/2021 J2 (PANSTARRS)",0.9599,4.707,156.21,23.33,172.06,229.75,2021-09-22.4,1.27e+03,COM,786,,218,,,,,
"     P/2021 J3 (ATLAS)",0.4508,4.906,14.57,111.24,125.69,12.96,2019-07-03.7,26.7,JFc,119,5,145,,,,,
"     C/2021 K1 (ATLAS)",0.8040,2.498,16.28,140.91,184.30,22.99,2021-05-04.5,45.5,JFc,651,3,676,,,,,
"     C/2021 K2 (MASTER)",1.0012,5.467,100.85,282.25,343.32,,2021-09-09.1,,HYP,327,,80,,,,,
"     C/2021 K3 (Catalina)",1.0036,5.230,134.80,114.44,181.95,,2022-02-02.3,,HYP,369,,99,,,,,
"     P/2021 L2 (Leonard)",0.5218,1.939,21.07,266.68,51.54,6.17,2021-07-24.5,8.16,JFc,175,4,131,,,,,
"     C/2021 L3 (Borisov)",1.0014,8.458,78.58,344.97,91.59,,2022-02-13.6,,HYP,1040,,215,,,,,
"     P/2021 N1 (ZTF)",0.6768,0.962,11.51,301.16,21.19,4.99,2021-06-06.5,5.14,JFc,25,7,96,,,,,
"     P/2021 N2 (Fuls)",0.4524,3.797,13.06,221.74,177.36,10.07,2021-11-13.3,18.3,JFc,685,3,1068,,,,,
"     C/2021 N3 (PANSTARRS)",0.9643,5.711,26.75,337.49,304.70,314.02,2020-08-19.5,2.02e+03,JFc,550,,77,,,,,
"     C/2021 O1 (Nishimura)",1.0031,0.787,27.57,41.63,74.44,,2021-08-13.9,,HYP,13,,59,T,,,,
"     C/2021 O3 (PANSTARRS)",1.0002,0.287,56.77,189.03,299.98,,2022-04-21.0,,HYP,351,,760,,,2.7e-09,,
"     C/2021 P1 (PANSTARRS)",1.0002,4.375,51.62,359.67,40.36,,2022-06-01.6,,HYP,204,,104,,,,,
"     C/2021 P2 (PANSTARRS)",0.9979,5.069,150.06,32.08,76.69,4905.78,2023-01-22.6,1.22e+05,COM,1116,,397,,,,,
"     P/2021 P3 (PANSTARRS)",0.3405,2.916,27.16,358.24,334.24,5.93,2021-05-31.0,9.3,JFc,96,5,104,,,,,
"     C/2021 P4 (ATLAS)",0.9966,1.080,56.31,348.09,175.82,628.12,2022-07-30.3,5.58e+03,COM,346,,954,,,,,
"     P/2021 PE20 (ATLAS)",0.6708,1.233,20.02,99.63,210.45,6.26,2021-06-07.1,7.25,JFc,95,5,112,,,,,
"     C/2021 Q3 (ATLAS)",0.9303,5.205,77.78,307.90,114.09,144.22,2022-01-26.0,646,COM,572,3,180,,,,,
"     C/2021 Q4 (Fuls)",1.0032,7.565,71.47,183.33,146.99,,2023-06-10.3,,HYP,1655,,534,,,,,
"     P/2021 Q5 (ATLAS)",0.6242,1.235,10.73,239.78,180.89,5.34,2021-08-30.4,5.96,JFc,55,7,258,,,,,
"     C/2021 Q6 (PANSTARRS)",0.9996,8.709,161.85,133.53,140.92,47625.98,2024-03-23.3,3.68e+06,COM,1392,,370,,,,,
"     C/2021 QM45 (PANSTARRS)",0.9922,2.773,22.82,354.59,72.80,705.24,2022-08-13.4,6.66e+03,COM,591,,382,,,,,
"     P/2021 R1 (PANSTARRS)",0.4189,4.886,5.52,143.41,220.34,11.93,2021-12-17.8,24.4,JFc,835,4,127,,,,,
"     C/2021 R2 (PANSTARRS)",0.9975,7.312,134.47,16.28,32.30,5811.85,2021-12-25.0,1.57e+05,COM,795,,126,,,,,
"     P/2021 R3 (PANSTARRS)",0.3319,2.526,19.93,304.25,3.02,5.04,2021-05-27.1,7.35,JFc,107,5,63,,,,,
"     P/2021 R4 (Wierzchos)",0.5862,2.326,21.04,321.26,56.62,8.91,2021-10-13.9,13.3,JFc,64,5,76,,,,,
"     P/2021 R5 (Rankin)",0.3075,3.323,7.85,219.96,167.34,6.27,2022-01-11.9,10.5,JFc,540,3,251,,,,,
"     P/2021 R6 (Groeller)",0.5932,2.552,34.93,176.11,220.72,10.00,2021-10-31.8,15.7,JFc,70,5,105,,,,,
"     C/2021 R7 (PANSTARRS)",0.9952,5.641,158.85,170.15,139.99,2339.94,2021-04-14.4,4.02e+04,COM,473,,63,,,,,
"     P/2021 R8 (Sheppard)",0.2940,2.131,2.20,167.03,190.79,3.91,2021-10-07.5,5.24,ETc,117,5,26,,,,,
"     C/2021 S1 (ATLAS)",1.0010,6.119,52.09,299.87,148.19,,2022-02-28.9,,HYP,582,,476,,,,,
"     C/2021 S3 (PANSTARRS)",1.0003,1.320,58.53,215.62,6.86,,2024-02-14.7,,HYP,1439,,4254,,1.1e-08,-1.1e-09,,
"     C/2021 S4 (Tsuchinshan)",0.9594,6.690,17.48,5.50,72.83,323.05,2024-01-01.9,2.12e+03,CTc,1161,,895,,,,,
"     C/2021 T1 (Lemmon)",0.9980,3.058,140.35,56.82,51.50,2999.27,2021-10-14.0,5.82e+04,COM,308,,114,,,,,
"     C/2021 T2 (Fuls)",1.0001,1.248,117.53,223.23,263.59,,2022-06-07.8,,HYP,146,,183,,,,,
"     C/2021 T4 (Lemmon)",1.0000,1.483,160.78,257.88,329.81,97170.04,2023-07-31.5,1.07e+07,COM,1064,,2107,,,,2.3e-09,
"     P/2021 U1 (Wierzchos)",0.7128,2.445,30.56,246.79,145.04,14.58,2021-09-30.9,24.8,JFc,156,4,239,,,,,
"     P/2021 U3 (Attard-Maury)",0.5499,1.887,69.96,75.11,335.21,6.50,2021-10-24.8,8.58,JFC,99,5,275,,,,,
"     C/2021 U4 (Leonard)",0.9602,1.787,152.88,241.80,237.28,87.96,2021-12-21.9,301,COM,32,7,36,,,,,
"     C/2021 U5 (Catalina)",0.9891,2.363,39.05,182.76,321.47,431.87,2022-01-26.6,3.2e+03,COM,301,,463,,,,,
"     C/2021 V1 (Rankin)",0.9956,3.014,71.44,207.65,195.10,1355.78,2022-04-30.3,1.77e+04,COM,124,,67,,,,,
"     P/2021 V2 (Fuls)",0.6138,3.497,12.69,232.29,259.83,14.61,2023-01-21.4,27.2,JFc,1028,3,500,,,,,
"     C/2021 X1 (Maury-Attard)",1.0013,3.234,140.11,10.59,334.60,,2023-05-27.3,,HYP,1033,,2855,,,,,
"     C/2021 X2 (Bok)",1.0013,2.995,137.14,228.80,193.28,,2022-07-08.1,,HYP,389,,95,,,,,
"     C/2021 Y1 (ATLAS)",1.0008,2.033,77.19,244.77,245.81,,2023-04-30.6,,HYP,585,,1857,,,,,
"     C/2022 A1 (Sarneczky)",0.9970,1.253,116.51,285.52,201.21,821.73,2022-01-31.1,8.35e+03,COM,35,,309,,,,,
"     C/2022 A2 (PANSTARRS)",1.0004,1.735,108.15,171.58,88.37,,2023-02-18.2,,HYP,935,,2731,,,,,
"     C/2022 A3 (Lemmon-ATLAS)",0.9960,3.703,88.35,325.48,234.85,1834.06,2023-09-28.8,2.79e+04,COM,1278,,1015,,1.2e-07,-3.4e-08,,
"     P/2022 B1 (Wierzchos)",0.6528,1.897,10.99,148.85,325.48,9.03,2022-02-25.3,12.8,JFc,102,5,77,,,,,
"     C/2022 B4",0.9964,1.380,20.04,340.66,152.96,764.21,2022-01-29.8,7.49e+03,COM,63,,128,,,,,
"     P/2022 BV9 (Lemmon)",0.2350,3.334,11.93,337.29,16.09,5.38,2020-10-23.4,9.1,JFc,795,4,114,,,,,
"     P/2022 C1 (PANSTARRS)",0.4477,3.986,4.76,113.15,9.34,10.45,2021-11-04.3,19.4,JFc,535,4,61,,,,,
"     P/2022 C2 (PANSTARRS)",0.4428,3.370,9.98,135.27,89.30,8.73,2022-08-06.5,14.9,JFc,176,4,255,,,,,
"     P/2022 C3 (PANSTARRS)",0.5470,4.375,12.82,139.06,93.94,14.94,2022-07-01.2,30,JFc,191,4,123,,,,,
"     P/2022 D1 (PANSTARRS)",0.5470,3.353,44.06,47.97,88.71,11.45,2021-08-28.0,20.1,JFc,111,4,97,,,,,
"     C/2022 D2 (Kowalski)",0.9956,1.555,22.65,312.47,177.79,710.67,2022-03-27.5,6.72e+03,COM,109,,112,,,,,
"     C/2022 E2 (ATLAS)",1.0007,3.667,137.13,125.37,41.70,,2024-09-14.0,,HYP,995,,3075,,,,,
"     C/2022 E3 (ZTF)",1.0003,1.112,109.17,302.56,145.81,,2023-01-12.7,,HYP,809,,5324,,,-5.9e-10,-1.7e-09,
"     C/2022 F1 (ATLAS)",0.9994,5.975,57.97,350.65,278.28,18678.07,2022-08-05.2,9.03e+05,COM,857,,133,,,,,
"     C/2022 F2 (NEOWISE)",0.9338,1.585,97.29,58.69,200.63,46.29,2022-03-23.4,117,HTC,90,5,108,,,,,
"     C/2022 H1 (PANSTARRS)",0.9936,7.689,49.87,6.37,246.33,2387.73,2024-01-19.4,4.15e+04,JFc,772,,72,,,,,
"     C/2022 J1 (Maury-Attard)",0.9664,1.604,105.93,280.72,305.66,93.84,2022-02-19.0,330,COM,140,4,159,,,,,
"     C/2022 J2 (Bok)",0.9802,1.828,149.09,252.56,133.06,183.06,2022-10-27.0,889,COM,263,3,135,,,,,
"     C/2022 JK5 (PANSTARRS)",0.9378,2.687,16.83,59.65,247.17,83.78,2023-04-28.8,284,JFc,899,2,888,,,,,
"     C/2022 K1 (Leonard)",1.0027,3.987,41.98,136.29,142.64,,2021-12-17.3,,HYP,118,,87,,,,,
"     C/2022 L1 (Catalina)",0.9971,1.592,123.47,300.02,59.85,1097.93,2022-09-28.2,1.29e+04,COM,253,,415,,9.1e-09,,,
"     C/2022 L2 (ATLAS)",1.0014,2.692,129.31,39.24,199.94,,2024-03-12.3,,HYP,907,,2804,,6.7e-07,-5.3e-07,9.9e-08,-58.8
"     P/2022 L3 (ATLAS)",0.6282,2.420,21.54,29.80,10.33,10.60,2022-10-29.9,16.6,JFc,615,3,1088,,,,,
"     C/2022 L4 (PANSTARRS)",0.9881,3.015,141.22,66.05,125.30,505.34,2021-12-08.6,4.05e+03,COM,23,,43,,,,,
"     C/2022 N1 (Attard-Maury)",0.9600,1.482,164.74,301.86,41.07,72.53,2022-09-10.0,225,COM,82,6,220,,,,,
"     C/2022 N2 (PANSTARRS)",1.0037,3.826,5.50,319.74,75.37,,2025-07-31.6,,HYP,895,,1295,,,,,
"     C/2022 O1 (ATLAS)",1.0049,7.430,71.04,49.91,268.89,,2022-02-15.5,,HYP,507,,189,,,,,
"     P/2022 O2 (PANSTARRS)",0.7217,1.757,9.43,330.50,48.64,10.87,2023-01-07.1,15.9,JFc,255,4,95,,,,,
"     C/2022 P1 (NEOWISE)",0.9135,1.595,154.61,205.08,249.93,35.27,2022-11-28.4,79.1,HTC,312,3,696,,1.9e-08,,,
"     P/2022 P2 (ZTF)",0.5579,1.982,12.44,291.23,137.59,6.99,2022-07-10.7,9.5,JFc,230,4,159,,,,,
"     C/2022 P3 (ZTF)",0.9895,2.561,59.52,72.23,0.09,483.96,2022-07-27.3,3.79e+03,COM,261,,327,,,,,
"     C/2022 Q2 (ATLAS)",0.9499,1.644,151.49,352.94,44.06,63.96,2023-01-31.5,188,HTC,323,2,591,,,,,
"     C/2022 QE78 (ATLAS)",1.0035,5.482,36.55,119.95,0.35,,2025-09-10.1,,HYP,809,,1445,,,,,
"     P/2022 R1 (PANSTARRS)",0.5031,3.569,7.41,176.17,222.61,10.80,2023-10-12.2,19.3,JFc,509,4,50,,,,,
"     C/2022 R2 (ATLAS)",0.9985,0.633,52.89,60.40,78.38,845.21,2022-10-25.2,8.7e+03,COM,46,,293,,,,,
"     C/2022 R3 (Leonard)",1.0007,5.129,43.08,8.24,72.86,,2023-03-05.2,,HYP,617,,337,,,,,
"     P/2022 R4 (PANSTARRS)",0.4904,1.956,21.02,176.62,197.43,5.72,2022-07-10.3,7.52,JFc,86,5,44,,,,,
"     P/2022 R5 (PANSTARRS)",0.1958,2.470,15.29,115.07,240.68,3.67,2022-05-27.8,5.38,ETc,77,5,47,,,,,
"     C/2022 R6 (PANSTARRS)",1.0043,6.567,57.02,150.77,319.86,,2025-08-25.5,,HYP,791,,744,,,,,
"     P/2022 S1 (PANSTARRS)",0.5083,3.151,34.58,136.09,262.74,9.67,2022-08-19.1,16.2,JFc,147,4,80,,,,,
"     C/2022 S3 (PANSTARRS)",1.0004,0.838,78.56,157.32,267.96,,2023-01-21.6,,HYP,36,,75,,,,,
"     C/2022 S4 (Lemmon)",0.9997,2.764,101.21,220.17,268.44,16467.87,2024-07-18.2,7.47e+05,COM,550,,706,,,,,
"     C/2022 S5 (PANSTARRS)",0.8935,2.179,136.53,214.86,232.78,38.72,2022-11-27.4,92.5,HTC,98,5,100,,,,,
"     C/2022 T1 (Lemmon)",0.9997,3.445,22.54,236.92,324.32,24034.46,2024-02-17.5,1.32e+06,JFc,647,,587,,,,,
"     C/2022 U1 (Leonard)",0.9994,4.202,128.15,72.53,78.58,13047.57,2024-03-25.8,5.27e+05,COM,781,,1127,,,,,
"     C/2022 U2 (ATLAS)",0.9861,1.328,48.25,304.48,147.91,190.03,2023-01-14.2,936,COM,166,3,996,,,,,
"     C/2022 U3 (Bok)",1.0033,4.827,33.63,272.79,189.02,,2024-07-27.8,,HYP,1233,,673,,,,,
"     C/2022 U4 (Bok)",0.9992,2.898,52.04,132.93,89.01,7348.06,2023-08-03.6,2.23e+05,COM,625,,691,,,,,
"     C/2022 V2 (Lemmon)",0.9440,2.064,98.91,332.87,168.95,71.64,2023-11-01.9,224,COM,636,2,717,,,,,
"     P/2022 W1 (Rankin)",0.5167,3.368,13.47,38.82,17.78,10.57,2022-09-15.6,18.4,JFc,142,4,111,,,,,
"     C/2022 W2 (ATLAS)",0.9906,3.123,63.53,320.45,123.26,664.81,2023-03-08.6,6.1e+03,COM,483,,250,,,,,
"     C/2022 W3 (Leonard)",0.9950,1.398,103.56,132.27,116.52,561.44,2023-06-22.7,4.72e+03,COM,301,,876,,1.8e-08,,,
"     C/2022 Y1 (Hogan)",0.7642,2.958,18.86,285.92,174.74,22.13,2022-11-27.2,44.4,JFc,106,4,117,,,,,
"     C/2022 Y2 (Lemmon)",0.8704,2.545,165.91,216.35,105.55,36.74,2023-03-22.6,87.1,HTC,289,5,164,,,,,
"     C/2023 A1 (Leonard)",0.9920,1.835,94.74,318.31,159.25,457.09,2023-03-18.7,3.48e+03,COM,152,,453,,,,,
"     C/2023 A2 (SWAN)",0.9983,0.947,94.71,94.47,142.58,1108.05,2023-01-20.3,1.31e+04,COM,77,,159,,,,,
"     C/2023 A3 (Tsuchinshan-ATLAS)",1.0001,0.391,139.12,21.56,308.49,,2024-09-27.7,,HYP,950,,5044,,2.1e-08,-3.8e-09,2.1e-09,8.54
"     P/2023 B1 (PANSTARRS)",0.1291,6.140,14.59,78.58,81.60,7.96,2023-05-02.2,18.7,JFc,430,3,509,,,,,
"     C/2023 B2 (ATLAS)",0.9971,1.743,40.77,218.12,317.40,1210.41,2023-03-10.4,1.49e+04,COM,242,,1107,,,,,
"     P/2023 B3 (PANSTARRS)",0.1233,3.983,9.16,154.00,239.77,5.10,2020-09-02.8,9.68,JFc,1283,4,82,,,,,
"     C/2023 C2 (ATLAS)",0.9993,2.368,48.32,301.01,357.46,6488.73,2024-11-16.8,1.85e+05,COM,651,,612,,,,,
"     C/2023 E1 (ATLAS)",0.9469,1.027,38.31,164.57,105.89,37.64,2023-07-01.1,85,HTC,325,3,3004,,3.4e-09,-3.0e-10,2.1e-09,
"     C/2023 F1 (PANSTARRS)",0.9935,1.708,131.75,25.25,216.65,526.35,2023-06-28.3,4.29e+03,COM,67,,201,,,,,
"     C/2023 F2 (SOHO)",1.0129,0.034,72.57,71.38,57.77,,2023-03-21.1,,HYP,,,164,,,,,
"     C/2023 F3 (ATLAS)",1.0044,5.190,145.96,109.45,265.54,,2025-02-02.7,,HYP,537,,330,,,,,
"     C/2023 H1 (PANSTARRS)",0.9944,4.448,21.78,292.66,333.77,1579.92,2024-11-28.8,2.23e+04,JFc,507,,118,,,,,
"     C/2023 H2 (Lemmon)",0.9963,0.894,113.75,217.04,150.65,480.21,2023-10-29.1,3.73e+03,COM,292,,724,,1.6e-08,-9.7e-09,5.9e-09,
"     C/2023 H3 (PANSTARRS)",0.6164,5.233,2.49,55.10,193.34,22.05,2024-02-19.1,50.4,JFc,89,5,57,,,,,
"     C/2023 H5 (Lemmon)",1.0004,4.313,97.87,159.48,60.08,,2025-06-30.1,,HYP,712,,667,,,,,
"     P/2023 JN16 (Lemmon)",0.1469,2.301,3.70,11.89,352.95,3.09,2024-12-29.9,4.43,ETc,2295,2,80,,,,,
"     C/2023 K1 (ATLAS)",0.9972,2.040,138.00,223.71,337.47,1444.53,2023-09-07.7,1.95e+04,COM,297,,218,,,,,
"     P/2023 M1 (PANSTARRS)",0.5879,2.826,12.29,216.87,79.70,10.89,2023-12-14.4,18,JFc,61,6,37,,,,,
"     P/2023 M2 (PANSTARRS)",0.3693,3.508,19.73,83.27,243.02,7.62,2023-07-25.3,13.1,JFc,465,3,117,,,,,
"     P/2023 M4 (ATLAS)",0.2794,3.930,7.59,296.30,320.70,6.98,2022-04-15.1,12.7,JFc,1298,3,1091,,,,,
"     C/2023 P1 (Nishimura)",0.9961,0.225,132.48,66.83,116.30,115.32,2023-09-17.6,439,COM,495,4,638,,-8.0e-09,-6.0e-10,,
"     C/2023 Q1 (PANSTARRS)",1.0054,2.576,36.65,7.15,84.41,,2024-12-01.1,,HYP,476,,444,,,,,
"     C/2023 Q2 (PANSTARRS)",0.9905,3.209,104.05,92.68,171.73,675.20,2024-06-24.0,6.25e+03,COM,361,,136,,,,,
"     C/2023 R1 (PANSTARRS)",1.0015,3.569,149.32,62.55,144.29,,2026-04-13.7,,HYP,474,,1055,,,,,
"     C/2023 R2 (PANSTARRS)",1.0007,0.906,30.74,188.99,337.19,,2024-08-12.0,,HYP,195,,309,,,,,
"     C/2023 RN3 (ATLAS)",0.4904,5.172,10.36,207.07,130.30,15.13,2023-01-17.9,32.3,JFc,442,3,632,,,,,
"     P/2023 S1",0.3203,2.620,9.15,317.45,179.99,5.09,2025-02-23.3,7.57,JFc,426,3,591,,,,,
"     C/2023 S2 (ATLAS)",0.9929,1.068,20.49,230.56,78.11,299.14,2023-10-15.3,1.84e+03,COM,70,,392,,,,,
"     C/2023 S3 (Lemmon)",0.9708,0.830,140.50,233.83,281.57,56.11,2024-01-19.6,152,HTC,251,2,692,,,,,
"     P/2023 T1 (PANSTARRS)",0.3353,2.817,6.61,249.59,202.87,5.66,2024-05-22.8,8.72,JFc,179,4,118,,,,,
"     C/2023 T2 (Borisov)",0.9914,1.995,48.60,317.53,111.19,460.62,2023-12-22.7,3.52e+03,COM,235,,368,,,,,
"     C/2023 T3 (Fuls)",0.9949,3.548,27.22,246.00,302.85,1381.28,2025-01-25.4,1.82e+04,JFc,282,,487,,,,,
"     C/2023 TD22 (Lemmon)",0.9510,2.357,170.49,5.56,32.53,93.86,2024-09-16.2,334,COM,405,3,578,,,,,
"     C/2023 U1 (Fuls)",0.9977,4.973,108.15,305.81,255.60,4358.30,2024-10-12.5,1.02e+05,COM,656,,157,,,,,
"     C/2023 V1 (Lemmon)",0.9995,5.093,102.01,15.03,103.31,22365.36,2025-07-13.1,1.18e+06,COM,760,,126,,,,,
"     P/2023 V2 (PANSTARRS)",0.5724,3.104,9.88,95.49,330.61,11.42,2024-02-04.2,19.6,JFc,422,4,87,,,,,
"     C/2023 V3 (PANSTARRS)",0.6623,4.472,40.26,91.49,291.54,22.01,2023-08-06.2,48.2,JFc,99,4,52,,,,,
"     C/2023 V4 (Camarasa-Duszanowicz)",1.0010,1.122,67.13,66.33,50.85,,2024-05-30.3,,HYP,342,,1124,,,,,
"     C/2023 V5 (Leonard)",1.0081,0.846,73.56,31.52,56.99,,2023-12-13.8,,HYP,9,,148,,,,,
"     P/2023 V6 (PANSTARRS)",0.1807,4.383,3.97,190.01,194.49,6.32,2022-12-22.9,12.4,JFc,363,5,55,,,,,
"     C/2023 X1 (Leonard)",0.9942,0.950,110.59,137.01,321.47,324.07,2023-10-18.0,2.07e+03,COM,89,,255,,,,,
"     C/2023 X2 (Lemmon)",1.0010,5.103,76.98,66.31,64.43,,2025-12-26.0,,HYP,447,,136,,,,,
"     P/2023 X3 (PANSTARRS)",0.2871,3.030,4.48,62.01,40.77,5.47,2024-04-21.7,8.76,JFc,57,5,56,,,,,
"     C/2023 X4 (Hogan)",0.6309,3.658,11.59,28.77,100.52,16.17,2024-05-24.6,31.2,JFc,174,4,63,,,,,
